variant,category,command,format_ok,cmd_valid,aligned,latency_ms
C_few_shot_2,Disk_Full,systemctl restart nginx,1,1,0,953.0
A_current,Disk_Full,fuser -k /var/lib/etcd/snap /var/lib/etcd/snap,1,0,0,1051.6
B_system_first,Disk_Full,fuser -k /var/lib/etcd/snap /var/lib/etcd/snap,1,0,0,1299.4
C_few_shot_2,Disk_Full,fallocate -l 8G /mnt/data,1,0,0,904.9
A_current,Disk_Full,fuser -k /tmp/mysql.tmp/tcp 0,1,0,0,922.9
B_system_first,Disk_Full,fuser -k /tmp/mysql.tmp/tcp 80,1,0,0,1022.6
C_few_shot_2,Disk_Full,fuser -k /tmp/mysql.tmp/tcp 9000,1,0,0,725.6
A_current,Disk_Full,fuser -k /var/run/nginx.pid/tcp,1,0,0,843.8
B_system_first,Disk_Full,fuser -k /var/run/nginx.pid 9999,1,0,0,1095.9
C_few_shot_2,Disk_Full,fuser -k 9999/tcp/tcp,1,0,0,890.5
A_current,Disk_Full,fuser -k /var/log/app/tcp/9345,1,0,0,917.8
B_system_first,Disk_Full,fuser -k /var/log/app/tcp/80,1,0,0,1112.5
C_few_shot_2,Disk_Full,fstrim -v /var/log/app,1,0,0,674.6
A_current,Disk_Full,fallocate -l +1G /mnt/mlruns && sudo mount /dev/sdX1 /mnt/ml,1,0,0,1028.8
B_system_first,Disk_Full,fallocate -l 1G /newfile && sudo mount /dev/sdX1 /,1,0,0,1306.6
C_few_shot_2,Disk_Full,fallocate -l +1G /mnt/mlruns && sudo mount /dev/sdX1 /mnt/ml,1,0,0,936.3
A_current,Disk_Full,fuser -k /var/run/docker.sock/tcp/37019,1,0,0,991.4
B_system_first,Disk_Full,fuser -k /var/run/docker.sock/tcp/80,1,0,0,1125.1
C_few_shot_2,Disk_Full,fuser -k /usr/bin/docker /dev/sda1,1,0,0,692.6
A_current,Disk_Full,fallocate -l +10G /path/to/newfile && sudo chmod 600 /path/to,1,0,0,1028.2
B_system_first,Disk_Full,fallocate -l +1024M /path/to/newfile && sudo chmod 600 /,1,0,0,1264.9
C_few_shot_2,Disk_Full,fallocate -l 1G /path/to/newfile && sudo chmod 600 /path/to/new,1,0,0,877.3
A_current,Disk_Full,fallocate -l +4G /path/to/newfile && sudo mount /dev/sdX1 /mnt,1,0,0,1027.2
B_system_first,Disk_Full,fuser -k /usr/bin/nginx/tcp,1,0,0,1213.7
C_few_shot_2,Disk_Full,fuser -k /usr/bin/zsh /bin/bash /sbin/nologin /bin/false /bin/,1,0,0,844.6
A_current,Disk_Full,fallocate -l +1G /path/to/newfile && sudo chmod 600 /path/to/new,1,0,0,1148.9
B_system_first,Disk_Full,fuser -k /var/lib/mysql/binlog.000093/tcp 1024,1,0,0,1354.3
C_few_shot_2,Disk_Full,fuser -k /var/lib/mysql/binlog.000093/tcp 1024,1,0,0,968.1
A_current,Disk_Full,fuser -k /usr/bin/nginx/tcp,1,0,0,841.7
B_system_first,Disk_Full,fuser -k /usr/bin/nginx/tcp 0,1,0,0,1104.8
C_few_shot_2,Disk_Full,fallocate -l +1024M /mnt/backup && sudo mount /dev/sdX1,1,0,0,891.4
A_current,Disk_Full,fuser -k /usr/bin/nginx/tcp,1,0,0,886.8
B_system_first,Disk_Full,fuser -k /usr/bin/nginx/tcp 80,1,0,0,1228.0
C_few_shot_2,Disk_Full,fuser -k /usr/bin/nvidia-smi 9999,1,0,0,697.8
A_current,Disk_Full,fuser -k /var/run/nginx.pid/tcp,1,0,0,860.3
B_system_first,Disk_Full,systemctl restart nginx,1,1,0,923.6
C_few_shot_2,Disk_Full,fuser -k /usr/bin/nginx/tcp 80,1,0,0,877.5
A_current,Disk_Full,fstrim -v /dev/sda1,1,0,0,874.8
B_system_first,Disk_Full,fstrim -f /dev/sda1,1,0,0,1042.5
C_few_shot_2,Disk_Full,fstrim -v /dev/sda1,1,0,0,731.2
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1162.4
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1407.9
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,979.6
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1207.6
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1342.8
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,975.9
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1198.2
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1401.7
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1063.6
A_current,Memory_Leak,fallocate -l 1024M /tmp/backup,1,0,0,1358.7
B_system_first,Memory_Leak,fstrim -f /dev/sda1,1,0,0,1352.2
C_few_shot_2,Memory_Leak,ERROR: empty,0,0,0,1063.8
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1618.8
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1584.5
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1244.3
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1226.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1424.0
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1043.2
A_current,Memory_Leak,"echo ""sleep 10"" | nc -w 4 localhost 8080",1,1,0,1354.8
B_system_first,Memory_Leak,ulimit -n 65536,1,1,0,1471.5
C_few_shot_2,Memory_Leak,fuser -k /usr/local/go/bin/time,1,0,0,1059.8
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1231.5
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1402.7
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1053.5
A_current,Memory_Leak,fuser -k /var/run/nginx.pid 80,1,0,0,1684.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1939.7
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1254.0
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1179.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1323.1
C_few_shot_2,Memory_Leak,"echo ""Error: nginx bind() to 0.0.0.0:80 failed\nCommand",1,1,0,1232.7
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1197.7
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1402.6
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1003.2
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1206.0
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1372.4
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,991.4
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1187.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1406.8
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,1000.1
A_current,Memory_Leak,ulimit -n 65536,1,1,0,1145.8
B_system_first,Memory_Leak,ulimit -n 65536,1,1,0,1373.9
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,842.9
A_current,Memory_Leak,systemctl restart nginx,1,1,0,1054.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1308.6
C_few_shot_2,Memory_Leak,systemctl restart nginx,1,1,0,903.2
A_current,Memory_Leak,ulimit -n 65536,1,1,0,965.8
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1252.0
C_few_shot_2,Memory_Leak,fuser -k /var/run/nginx.pid/tcp 80,1,0,0,773.0
A_current,Memory_Leak,ulimit -n 65536,1,1,0,843.1
B_system_first,Memory_Leak,service nginx restart,1,1,0,947.4
C_few_shot_2,Memory_Leak,kill -9 $(lsof -i :80),1,1,1,717.2
A_current,Memory_Leak,fuser -k /usr/local/lib64/libtensorflow.so.2 /usr/local/lib64/libtensorflow,1,0,0,1074.1
B_system_first,Memory_Leak,fuser -k /usr/local/tensorflow/serving/serve /dev/tty0 8000,1,0,0,1295.4
C_few_shot_2,Memory_Leak,fuser -k /usr/local/tensorflow/serving/9900/tcp 80,1,0,0,879.9
A_current,Memory_Leak,ulimit -n 65536,1,1,0,916.5
B_system_first,Memory_Leak,sysctl -w kernel.max_user_process_group=1024,1,0,0,1203.2
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 80,1,0,0,678.0
A_current,Memory_Leak,ulimit -n 65536,1,1,0,894.0
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,903.9
C_few_shot_2,Memory_Leak,kill -9 $(lsof -ti :80),1,1,1,703.6
A_current,Memory_Leak,fuser -k /var/run/docker.sock/tcp/80,1,0,0,920.0
B_system_first,Memory_Leak,sysctl -w vm.mincore=1024,1,0,0,1197.3
C_few_shot_2,Memory_Leak,fuser -k /var/run/docker.sock/tcp/80 sudo fuser -k /var/run/docker.sock,1,0,0,850.0
A_current,Memory_Leak,ulimit -n 65536,1,1,0,898.6
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,921.0
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp,1,0,0,831.8
A_current,Memory_Leak,fuser -k /var/run/docker.sock/tcp/80,1,0,0,847.7
B_system_first,Memory_Leak,fuser -k /var/run/nginx.pid/tcp 80,1,0,0,1070.8
C_few_shot_2,Memory_Leak,kill -9 $(lsof -i :80),1,1,1,685.4
A_current,Memory_Leak,fuser -k /usr/bin/nginx/tcp,1,0,0,1026.2
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1235.4
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 80,1,0,0,865.4
A_current,Memory_Leak,fuser -k /var/run/nginx.pid/tcp,1,0,0,844.5
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,907.5
C_few_shot_2,Memory_Leak,fuser -k /var/run/nginx.pid/tcp 80,1,0,0,729.8
A_current,Memory_Leak,fuser -v /usr/bin/nginx/tcp 80,1,0,0,897.2
B_system_first,Memory_Leak,fuser -v /var/run/nginx.pid/tcp 80,1,0,0,1090.9
C_few_shot_2,Memory_Leak,fuser -v /usr/bin/nginx/tcp 80,1,0,0,860.4
A_current,Memory_Leak,ulimit -n 65536,1,1,0,868.1
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,927.0
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 123.456.789.0,1,0,0,823.7
A_current,Memory_Leak,service nginx restart,1,1,0,746.9
B_system_first,Memory_Leak,service nginx restart,1,1,0,968.1
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp,1,0,0,867.6
A_current,Memory_Leak,ftaskmgr -h,1,0,0,808.6
B_system_first,Memory_Leak,fallocate -l +1G /mnt/backup && sudo mount /dev/sdX1 /mnt/,1,0,0,1195.9
C_few_shot_2,Memory_Leak,ftaskmgr --release-memory 10G,1,0,0,629.8
A_current,Memory_Leak,docker stop $(docker ps -a -f status=exited -f name=cuda-ml-trainer),1,0,0,1051.6
B_system_first,Memory_Leak,fuser -k /var/run/docker.sock/tcp/80,1,0,0,1078.4
C_few_shot_2,Memory_Leak,docker stop $(docker ps -a -q) && sudo docker rm $(docker ps -a -q),1,0,0,867.6
A_current,Memory_Leak,fuser -k /var/run/nginx.pid/tcp,1,0,0,911.4
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,985.7
C_few_shot_2,Memory_Leak,fuser -k -u /usr/bin/php /usr/bin/php-cgi /usr/bin/php-fpm /,1,0,0,941.4
A_current,Memory_Leak,fuser -k /usr/bin/gpu-service /usr/bin/gpu-service.out 2>/dev/null,1,0,0,1050.6
B_system_first,Memory_Leak,fuser -k /usr/bin/gpu-service /usr/bin/gpu-service.out | sudo kill -SIGTERM,1,0,0,1273.3
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/gpu-service /dev/tty0 2>/dev/null,1,0,0,834.7
A_current,Memory_Leak,fstrim -f /dev/sda1,1,0,0,883.1
B_system_first,Memory_Leak,fuser -k /var/run/nginx.pid/tcp,1,0,0,978.2
C_few_shot_2,Memory_Leak,fuser -k /var/run/docker.sock/tcp 80,1,0,0,669.5
A_current,Memory_Leak,ulimit -n 65536,1,1,0,874.9
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,958.2
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 80,1,0,0,715.1
A_current,Memory_Leak,ulimit -n 65536,1,1,0,917.3
B_system_first,Memory_Leak,service nginx restart,1,1,0,988.1
C_few_shot_2,Memory_Leak,docker stop 8811/tcp,1,0,0,722.2
A_current,Memory_Leak,ulimit -n 65536,1,1,0,899.0
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1350.5
C_few_shot_2,Memory_Leak,ulimit -n 1024,1,1,0,1096.0
A_current,Memory_Leak,fuser -k /usr/bin/nginx/tcp,1,0,0,927.7
B_system_first,Memory_Leak,sysctl -w kernel.max_user_process_group=1024,1,0,0,1338.0
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 80,1,0,0,959.3
A_current,Memory_Leak,fuser -k /var/run/nginx.pid 80,1,0,0,1031.6
B_system_first,Memory_Leak,fuser -k /usr/bin/nginx/tcp,1,0,0,1417.3
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/python /proc/6600/fd,1,0,0,923.8
A_current,Memory_Leak,ulimit -n 65536,1,1,0,1088.4
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1121.3
C_few_shot_2,Memory_Leak,fuser -k -n tcp 80/tcp,1,0,0,844.2
A_current,Memory_Leak,fuser -k /var/run/nginx.pid/tcp,1,0,0,1004.3
B_system_first,Memory_Leak,systemctl restart nginx,1,1,0,1023.6
C_few_shot_2,Memory_Leak,fuser -k /usr/bin/nginx/tcp 80,1,0,0,895.3
A_current,Network_Timeout,* `sudo systemctl restart postgresql`,1,0,0,1293.0
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1292.7
C_few_shot_2,Network_Timeout,ERROR: empty,0,0,0,1113.2
A_current,Network_Timeout,fuser -k /usr/bin/nginx/tcp,1,0,0,783.9
B_system_first,Network_Timeout,fuser -k /usr/bin/nginx/tcp,1,0,0,912.0
C_few_shot_2,Network_Timeout,fuser -k /usr/bin/python /proc/1943/fd,1,0,0,725.4
A_current,Network_Timeout,docker pull python:3.9.0-alpine3.12,1,0,0,1386.2
B_system_first,Network_Timeout,docker pull python:3.9.0-alpine3.12,1,0,0,1581.9
C_few_shot_2,Network_Timeout,systemctl,1,1,0,1219.7
A_current,Network_Timeout,ulimit -n 65536,1,1,0,1053.4
B_system_first,Network_Timeout,ulimit -n 65536,1,1,0,1256.3
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,1103.4
A_current,Network_Timeout,ERROR: empty,0,0,0,1398.7
B_system_first,Network_Timeout,ERROR: empty,0,0,0,1614.7
C_few_shot_2,Network_Timeout,ERROR: empty,0,0,0,1205.5
A_current,Network_Timeout,ulimit -n 65536,1,1,0,1128.1
B_system_first,Network_Timeout,ulimit -n 65536,1,1,0,1277.5
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,816.4
A_current,Network_Timeout,ERROR: empty,0,0,0,1392.4
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1341.5
C_few_shot_2,Network_Timeout,ERROR: empty,0,0,0,1175.5
A_current,Network_Timeout,service nginx restart,1,1,0,762.5
B_system_first,Network_Timeout,service nginx restart,1,1,0,983.6
C_few_shot_2,Network_Timeout,service nginx restart,1,1,0,588.5
A_current,Network_Timeout,ulimit -n 65536,1,1,0,801.1
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1153.3
C_few_shot_2,Network_Timeout,ulimit -n 65536,1,1,0,676.4
A_current,Network_Timeout,ulimit -n 65536,1,1,0,1100.0
B_system_first,Network_Timeout,ulimit -n 65536,1,1,0,1297.9
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,847.0
A_current,Network_Timeout,systemctl restart nginx,1,1,0,992.7
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,922.3
C_few_shot_2,Network_Timeout,kill -9 $(lsof -i :80),1,1,0,686.2
A_current,Network_Timeout,systemctl restart nginx,1,1,0,1087.0
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1308.5
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,884.6
A_current,Network_Timeout,ERROR: empty,0,0,0,1672.3
B_system_first,Network_Timeout,ERROR: empty,0,0,0,1898.4
C_few_shot_2,Network_Timeout,sudo,1,0,0,1505.0
A_current,Network_Timeout,ERROR: empty,0,0,0,1318.0
B_system_first,Network_Timeout,ERROR: empty,0,0,0,1551.0
C_few_shot_2,Network_Timeout,ERROR: empty,0,0,0,1200.7
A_current,Network_Timeout,fuser -k /var/run/nginx.pid/tcp,1,0,0,1171.8
B_system_first,Network_Timeout,ulimit -n 65536,1,1,0,1307.0
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,779.2
A_current,Network_Timeout,systemctl restart nginx,1,1,0,1102.2
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1282.9
C_few_shot_2,Network_Timeout,python -m pip install --,1,1,0,1139.0
A_current,Network_Timeout,ulimit -n 65536,1,1,0,848.0
B_system_first,Network_Timeout,service nginx restart,1,1,0,940.7
C_few_shot_2,Network_Timeout,fuser -k 80/tcp/tcp,1,0,0,897.5
A_current,Network_Timeout,systemctl restart nginx,1,1,0,1025.2
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1212.8
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,853.5
A_current,Network_Timeout,systemctl restart nginx,1,1,0,1270.8
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1471.4
C_few_shot_2,Network_Timeout,ERROR: empty,0,0,0,1347.3
A_current,Network_Timeout,ulimit -n 65536,1,1,0,821.3
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,929.1
C_few_shot_2,Network_Timeout,ulimit -n 65536,1,1,0,840.5
A_current,Network_Timeout,systemctl restart nginx,1,1,0,881.6
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1046.2
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,649.5
A_current,Network_Timeout,ulimit -n 65536,1,1,0,928.0
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1075.4
C_few_shot_2,Network_Timeout,ulimit -n 65536,1,1,0,795.4
A_current,Network_Timeout,ulimit -n 65536,1,1,0,876.6
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,980.5
C_few_shot_2,Network_Timeout,kill -9 $(lsof -i :80),1,1,0,736.9
A_current,Network_Timeout,ulimit -n 65536,1,1,0,851.8
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,918.8
C_few_shot_2,Network_Timeout,ulimit -n 65536,1,1,0,697.6
A_current,Network_Timeout,ulimit -n 65536,1,1,0,890.0
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,990.4
C_few_shot_2,Network_Timeout,"kill -9 $(pgrep -f ""postgres"")",1,1,0,759.8
A_current,Network_Timeout,service sidekiq restart,1,1,0,749.6
B_system_first,Network_Timeout,service nginx restart,1,1,0,920.9
C_few_shot_2,Network_Timeout,"kill -9 $(pgrep -f ""sidekiq"")",1,1,0,722.9
A_current,Network_Timeout,systemctl restart nginx,1,1,0,810.2
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1012.7
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,946.4
A_current,Network_Timeout,systemctl restart nginx,1,1,0,1151.1
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1060.0
C_few_shot_2,Network_Timeout,systemctl restart nginx,1,1,0,966.9
A_current,Network_Timeout,sysctl -w vm.min_switch_period=600,1,0,0,1096.1
B_system_first,Network_Timeout,sysctl -w kernel.max_user processes=10240000000000,1,0,0,1270.8
C_few_shot_2,Network_Timeout,fuser -k /usr/bin/python /proc/1945/spipe,1,0,0,837.3
A_current,Network_Timeout,ulimit -n 65536,1,1,0,812.6
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,908.8
C_few_shot_2,Network_Timeout,"kill -9 $(pgrep -f ""envoy"" | awk '{print $1}')",1,1,0,794.7
A_current,Network_Timeout,ulimit -n 65536,1,1,0,827.3
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1216.1
C_few_shot_2,Network_Timeout,"kill -9 $(pgrep -f ""mongodb"")",1,1,0,686.5
A_current,Network_Timeout,kill -9 $(lsof -i :6379),1,1,0,1026.4
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1092.3
C_few_shot_2,Network_Timeout,kill -HUP `cat /proc/5501/status`,1,1,0,871.3
A_current,Network_Timeout,ulimit -n 65536,1,1,0,1058.9
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1107.4
C_few_shot_2,Network_Timeout,fuser -k 80/tcp/tcp,1,0,0,988.3
A_current,Network_Timeout,ulimit -n 65536,1,1,0,958.9
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1004.5
C_few_shot_2,Network_Timeout,kill -9 $(lsof -i :80),1,1,0,756.7
A_current,Network_Timeout,systemctl restart nginx,1,1,0,746.5
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1035.0
C_few_shot_2,Network_Timeout,service haproxy stop,1,1,0,616.1
A_current,Network_Timeout,ulimit -n 65536,1,1,0,1066.2
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,972.7
C_few_shot_2,Network_Timeout,"kill -9 $(pgrep -f ""celery"")",1,1,0,748.7
A_current,Network_Timeout,service nginx restart,1,1,0,849.8
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1068.9
C_few_shot_2,Network_Timeout,kill -9 $(lsof -i :8080),1,1,0,868.3
A_current,Network_Timeout,sysctl -w vm.min_switch_entropy=50000000000000,1,0,0,1154.4
B_system_first,Network_Timeout,sysctl -w kernel.msggroup=256 80000000000,1,0,0,1430.8
C_few_shot_2,Network_Timeout,fuser -k /usr/bin/python /proc/30010/tcp,1,0,0,912.7
A_current,Network_Timeout,ulimit -n 65536,1,1,0,987.5
B_system_first,Network_Timeout,systemctl restart nginx,1,1,0,1056.5
C_few_shot_2,Network_Timeout,kill -9 $(lsof -i :80),1,1,0,818.4
A_current,Network_Timeout,service nginx restart,1,1,0,765.8
B_system_first,Network_Timeout,service nginx restart,1,1,0,1057.1
C_few_shot_2,Network_Timeout,kill -9 $(lsof -ti :5672),1,1,0,875.1
A_current,Out_Of_Memory,sudo,1,0,0,1662.2
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1448.1
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,988.8
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1278.0
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1630.8
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,1241.7
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 0,1,0,0,1111.9
B_system_first,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp,1,0,0,1483.4
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi /usr/bin/gpucache /usr/bin/vulkan,1,0,0,920.8
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1122.6
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1382.4
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,969.8
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1271.7
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1450.0
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,959.4
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp,1,0,0,988.6
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1112.0
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 80,1,0,0,867.1
A_current,Out_Of_Memory,ulimit -n 65536,1,1,0,1170.8
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1300.3
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,902.4
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1111.0
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1263.6
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,927.4
A_current,Out_Of_Memory,ulimit -n 65536,1,1,0,1591.1
B_system_first,Out_Of_Memory,ulimit -n 65536,1,1,0,1859.9
C_few_shot_2,Out_Of_Memory,docker stop $(docker ps -a -f status=exited -f name=nginx),1,0,0,1520.5
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1030.7
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1252.9
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,854.3
A_current,Out_Of_Memory,fuser -k /var/run/nginx.pid/tcp,1,0,0,976.9
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1091.2
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,686.0
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,1251.5
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1536.9
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,998.7
A_current,Out_Of_Memory,"echo ""cat > /tmp/repro_code.txt"" >> /dev/null",1,1,0,1436.1
B_system_first,Out_Of_Memory,"echo ""cat /dev/null"" > /tmp/bug_file",1,1,0,1571.7
C_few_shot_2,Out_Of_Memory,cat /tmp/repro_code.txt | grep -E 'CUDA out of memory|nginx bind() to,1,1,0,1263.3
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,972.0
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1461.7
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,1122.9
A_current,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi /usr/bin/nvidia-xfuse /usr/bin/n,1,0,0,1230.2
B_system_first,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 80,1,0,0,1277.1
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nvidia-smi /dev/nvidia/tty0,1,0,0,994.8
A_current,Out_Of_Memory,ERROR: empty,0,0,0,1357.9
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1341.8
C_few_shot_2,Out_Of_Memory,cat /proc/meminfo | grep MemTotal,1,1,0,1034.2
A_current,Out_Of_Memory,ERROR: empty,0,0,0,1472.9
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1474.1
C_few_shot_2,Out_Of_Memory,ERROR: empty,0,0,0,1257.5
A_current,Out_Of_Memory,fuser -k /usr/bin/nginx /var/run/nginx.pid,1,0,0,934.0
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1190.3
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/python /proc/1935/sockets,1,0,0,739.1
A_current,Out_Of_Memory,ulimit -n 65536,1,1,0,1194.2
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1355.0
C_few_shot_2,Out_Of_Memory,systemctl restart nginx,1,1,0,841.1
A_current,Out_Of_Memory,fuser -k /usr/sbin/nginx/tcp 0,1,0,0,842.6
B_system_first,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 80,1,0,0,1235.1
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/nginx/tcp 1025,1,0,0,851.0
A_current,Out_Of_Memory,systemctl restart nginx,1,1,0,842.6
B_system_first,Out_Of_Memory,systemctl restart nginx,1,1,0,1057.0
C_few_shot_2,Out_Of_Memory,fuser -k /usr/bin/python3 /proc/8821/fd,1,0,0,906.6
A_current,Out_Of_Memory,kill -9 $(jobs -p),1,1,1,855.0
B_system_first,Out_Of_Memory,kill -9 $(lsof -i :80),1,1,1,1167.6
